api_id,method,endpoint,module,basis,source,status,workbook,success_code,read_tables,mutated_tables,request_fields,response_fields,error_cases,rendered_sheets,size_bytes
089,PUT,/api/v1/notification-settings/me,09. Thông báo,TRỰC TIẾP,SEQ-10,Draft,PLAN_12_Notifications/API_089_PUT_notification_settings_me.xlsx,NOTIFICATION_SETTINGS_ME_UPDATED,notification_settings,notification_settings,4,2,10,8,54486
090,POST,/api/v1/admin/notifications/recipient-preview,09. Thông báo,SUY DẪN,BD-09,Draft — Needs Confirmation,PLAN_12_Notifications/API_090_POST_admin_notifications_recipient_preview.xlsx,ADMIN_NOTIFICATIONS_RECIPIENT_PREVIEW_CREATED,notifications|notification_batches|notification_recipients,,4,4,8,7,48177
091,POST,/api/v1/admin/notifications,09. Thông báo,TRỰC TIẾP,SEQ-10,Draft,PLAN_12_Notifications/API_091_POST_admin_notifications.xlsx,ADMIN_NOTIFICATION_CREATED,notifications|notification_batches|notification_recipients,notification_batches|audit_logs|notification_recipients|outbox_events,11,6,11,11,71158
092,GET,/api/v1/admin/notifications,09. Thông báo,SUY DẪN,BD-09,Draft — Needs Confirmation,PLAN_12_Notifications/API_092_GET_admin_notifications.xlsx,ADMIN_NOTIFICATIONS_RETRIEVED,notifications|notification_batches|notification_recipients,,8,4,8,7,48500
093,POST,/api/v1/admin/notifications/{batch_id}/cancel,09. Thông báo,SUY DẪN,BD-09,Draft — Needs Confirmation,PLAN_12_Notifications/API_093_POST_admin_notifications_by_batch_id_cancel.xlsx,ADMIN_NOTIFICATIONS_CANCEL_COMPLETED,notifications|notification_batches|notification_recipients,notification_batches|audit_logs|outbox_events,5,3,12,10,65393
094,GET,/api/v1/admin/learning-paths,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_13_Admin_Learning_Paths/API_094_GET_admin_learning_paths.xlsx,ADMIN_LEARNING_PATHS_RETRIEVED,learning_paths|learning_path_courses|learning_path_enrollments,,9,4,8,7,48725
095,POST,/api/v1/admin/learning-paths,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_13_Admin_Learning_Paths/API_095_POST_admin_learning_paths.xlsx,ADMIN_LEARNING_PATHS_CREATED,learning_paths|learning_path_courses|learning_path_enrollments,learning_paths|audit_logs,17,3,10,9,60962
096,GET,/api/v1/admin/learning-paths/{path_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_13_Admin_Learning_Paths/API_096_GET_admin_learning_paths_by_path_id.xlsx,ADMIN_LEARNING_PATHS_RETRIEVED,learning_paths|learning_path_courses|learning_path_enrollments,,3,6,9,7,48351
097,PATCH,/api/v1/admin/learning-paths/{path_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_13_Admin_Learning_Paths/API_097_PATCH_admin_learning_paths_by_path_id.xlsx,ADMIN_LEARNING_PATHS_UPDATED,learning_paths|learning_path_courses|learning_path_enrollments,learning_paths|audit_logs,5,4,11,9,60314
098,PUT,/api/v1/admin/learning-paths/{path_id}/courses,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_13_Admin_Learning_Paths/API_098_PUT_admin_learning_paths_by_path_id_courses.xlsx,ADMIN_LEARNING_PATHS_COURSES_UPDATED,learning_paths|learning_path_courses|learning_path_enrollments|courses|course_enrollments,learning_path_courses|audit_logs,5,4,11,9,60490
099,GET,/api/v1/admin/learning-paths/{path_id}/impact,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_13_Admin_Learning_Paths/API_099_GET_admin_learning_paths_by_path_id_impact.xlsx,ADMIN_LEARNING_PATHS_IMPACT_RETRIEVED,learning_paths|learning_path_courses|learning_path_enrollments,,4,5,9,7,48586
100,POST,/api/v1/admin/learning-paths/{path_id}/lifecycle,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_13_Admin_Learning_Paths/API_100_POST_admin_learning_paths_by_path_id_lifecycle.xlsx,ADMIN_LEARNING_PATHS_LIFECYCLE_COMPLETED,learning_paths|learning_path_courses|learning_path_enrollments,learning_paths|audit_logs|outbox_events,7,5,12,10,66125
101,GET,/api/v1/admin/courses,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_14_Admin_Courses/API_101_GET_admin_courses.xlsx,ADMIN_COURSES_RETRIEVED,courses|course_enrollments,,8,4,8,7,48476
102,POST,/api/v1/admin/courses,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_14_Admin_Courses/API_102_POST_admin_courses.xlsx,ADMIN_COURSES_CREATED,courses|course_enrollments,courses|audit_logs,14,2,10,9,60525
103,GET,/api/v1/admin/courses/{course_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_14_Admin_Courses/API_103_GET_admin_courses_by_course_id.xlsx,ADMIN_COURSES_RETRIEVED,courses|course_enrollments,,3,7,9,7,48337
104,PATCH,/api/v1/admin/courses/{course_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_14_Admin_Courses/API_104_PATCH_admin_courses_by_course_id.xlsx,ADMIN_COURSES_UPDATED,courses|course_enrollments,courses|audit_logs,5,4,11,9,60304
105,PUT,/api/v1/admin/courses/{course_id}/paths,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_14_Admin_Courses/API_105_PUT_admin_courses_by_course_id_paths.xlsx,ADMIN_COURSES_PATHS_UPDATED,courses|course_enrollments,learning_path_courses|audit_logs,5,3,11,9,60271
106,PUT,/api/v1/admin/courses/{course_id}/chapters/order,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_14_Admin_Courses/API_106_PUT_admin_courses_by_course_id_chapters_order.xlsx,ADMIN_COURSES_CHAPTERS_ORDER_UPDATED,courses|course_enrollments|chapters,chapters|audit_logs,5,3,11,9,60236
107,GET,/api/v1/admin/courses/{course_id}/impact,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_14_Admin_Courses/API_107_GET_admin_courses_by_course_id_impact.xlsx,ADMIN_COURSES_IMPACT_RETRIEVED,courses|course_enrollments,,3,5,9,7,48362
108,POST,/api/v1/admin/courses/{course_id}/lifecycle,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_14_Admin_Courses/API_108_POST_admin_courses_by_course_id_lifecycle.xlsx,ADMIN_COURSES_LIFECYCLE_COMPLETED,courses|course_enrollments,courses|audit_logs|outbox_events,7,5,12,10,65817
109,POST,/api/v1/admin/courses/{course_id}/chapters,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_109_POST_admin_courses_by_course_id_chapters.xlsx,ADMIN_COURSES_CHAPTERS_CREATED,courses|course_enrollments|chapters,courses|audit_logs,10,2,11,9,60509
110,PATCH,/api/v1/admin/chapters/{chapter_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_110_PATCH_admin_chapters_by_chapter_id.xlsx,ADMIN_CHAPTERS_UPDATED,chapters,chapters|audit_logs,6,3,11,9,60401
111,DELETE,/api/v1/admin/chapters/{chapter_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_111_DELETE_admin_chapters_by_chapter_id.xlsx,ADMIN_CHAPTERS_DELETED,chapters,chapters|audit_logs,5,3,11,9,60330
112,PUT,/api/v1/admin/chapters/{chapter_id}/items/order,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_112_PUT_admin_chapters_by_chapter_id_items_order.xlsx,ADMIN_CHAPTERS_ITEMS_ORDER_UPDATED,chapters,content_items|audit_logs,5,3,11,9,60222
113,POST,/api/v1/admin/chapters/{chapter_id}/lessons,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_113_POST_admin_chapters_by_chapter_id_lessons.xlsx,ADMIN_CHAPTERS_LESSONS_CREATED,chapters|lessons|lesson_progress,chapters|audit_logs,12,2,11,9,60720
114,PATCH,/api/v1/admin/lessons/{lesson_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_114_PATCH_admin_lessons_by_lesson_id.xlsx,ADMIN_LESSONS_UPDATED,lessons|lesson_progress,lessons|audit_logs,5,4,11,9,60347
115,DELETE,/api/v1/admin/lessons/{lesson_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_115_DELETE_admin_lessons_by_lesson_id.xlsx,ADMIN_LESSONS_DELETED,lessons|lesson_progress,lessons|audit_logs,5,3,11,9,60330
116,PUT,/api/v1/admin/lessons/{lesson_id}/preview,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_116_PUT_admin_lessons_by_lesson_id_preview.xlsx,ADMIN_LESSONS_PREVIEW_UPDATED,lessons|lesson_progress,lessons|audit_logs,7,3,11,9,60400
117,POST,/api/v1/admin/lessons/{lesson_id}/lifecycle,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_15_Admin_Chapters_Lessons/API_117_POST_admin_lessons_by_lesson_id_lifecycle.xlsx,ADMIN_LESSONS_LIFECYCLE_COMPLETED,lessons|lesson_progress,lessons|audit_logs|outbox_events,6,4,12,10,65583
118,POST,/api/v1/admin/resources,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_16_Admin_Resources_Exercises_Publishing/API_118_POST_admin_resources.xlsx,ADMIN_RESOURCES_CREATED,course_materials,course_materials|audit_logs,13,2,10,9,60590
119,PATCH,/api/v1/admin/resources/{resource_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_16_Admin_Resources_Exercises_Publishing/API_119_PATCH_admin_resources_by_resource_id.xlsx,ADMIN_RESOURCES_UPDATED,course_materials,course_materials|audit_logs,6,3,11,9,60442
120,DELETE,/api/v1/admin/resources/{resource_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_16_Admin_Resources_Exercises_Publishing/API_120_DELETE_admin_resources_by_resource_id.xlsx,ADMIN_RESOURCES_DELETED,course_materials,course_materials|audit_logs,5,3,11,9,60241
121,GET,/api/v1/admin/exercises,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_16_Admin_Resources_Exercises_Publishing/API_121_GET_admin_exercises.xlsx,ADMIN_EXERCISES_RETRIEVED,exercises|exercise_submissions,,10,1,8,7,48513
122,POST,/api/v1/admin/exercises,10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_16_Admin_Resources_Exercises_Publishing/API_122_POST_admin_exercises.xlsx,ADMIN_EXERCISES_CREATED,exercises|exercise_submissions,exercises|audit_logs,19,3,10,9,61058
123,GET,/api/v1/admin/exercises/{assignment_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_16_Admin_Resources_Exercises_Publishing/API_123_GET_admin_exercises_by_assignment_id.xlsx,ADMIN_EXERCISES_RETRIEVED,exercises|exercise_submissions,,3,5,9,7,48316
124,PATCH,/api/v1/admin/exercises/{assignment_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_16_Admin_Resources_Exercises_Publishing/API_124_PATCH_admin_exercises_by_assignment_id.xlsx,ADMIN_EXERCISES_UPDATED,exercises|exercise_submissions,exercises|audit_logs,5,3,11,9,60266
125,DELETE,/api/v1/admin/exercises/{assignment_id},10. Admin quản trị nội dung,SUY DẪN,BD-10,Draft — Needs Confirmation,PLAN_16_Admin_Resources_Exercises_Publishing/API_125_DELETE_admin_exercises_by_assignment_id.xlsx,ADMIN_EXERCISES_DELETED,exercises|exercise_submissions,exercises|audit_logs,5,3,11,9,60295
126,POST,/api/v1/admin/content/{content_type}/{content_id}/pre-publish-check,10. Admin quản trị nội dung,TRỰC TIẾP,SEQ-11,Draft,PLAN_16_Admin_Resources_Exercises_Publishing/API_126_POST_admin_content_by_content_type_by_content_id_pre_publish_check.xlsx,CONTENT_PRE_PUBLISH_CHECK_COMPLETED,content_publications,,4,3,9,7,48523
127,POST,/api/v1/admin/content/{content_type}/{content_id}/publish,10. Admin quản trị nội dung,TRỰC TIẾP,SEQ-11,Draft,PLAN_16_Admin_Resources_Exercises_Publishing/API_127_POST_admin_content_by_content_type_by_content_id_publish.xlsx,CONTENT_PUBLISHED,content_publications,content_publications|audit_logs|outbox_events,9,5,12,10,66393
128,GET,/api/v1/admin/learners,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_17_Admin_Learner_Lookup_Support/API_128_GET_admin_learners.xlsx,ADMIN_LEARNERS_RETRIEVED,users|user_profiles,,12,6,8,7,48950
129,GET,/api/v1/admin/learners/{learner_id}/support-profile,11. Admin quản lý học viên và hỗ trợ ngoại lệ,TRỰC TIẾP,SEQ-12,Draft,PLAN_17_Admin_Learner_Lookup_Support/API_129_GET_admin_learners_by_learner_id_support_profile.xlsx,ADMIN_LEARNERS_SUPPORT_PROFILE_RETRIEVED,users|user_profiles,,3,9,9,7,48603
130,GET,/api/v1/admin/learners/{learner_id}/progress,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_17_Admin_Learner_Lookup_Support/API_130_GET_admin_learners_by_learner_id_progress.xlsx,ADMIN_LEARNERS_PROGRESS_RETRIEVED,lesson_progress|course_enrollments|learning_path_enrollments|completion_rules|users|user_profiles,,3,6,9,7,48695
131,GET,/api/v1/admin/support-requests,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_17_Admin_Learner_Lookup_Support/API_131_GET_admin_support_requests.xlsx,ADMIN_SUPPORT_REQUESTS_RETRIEVED,support_requests,,10,7,8,7,49020
132,GET,/api/v1/admin/support-requests/{request_id},11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_17_Admin_Learner_Lookup_Support/API_132_GET_admin_support_requests_by_request_id.xlsx,ADMIN_SUPPORT_REQUESTS_RETRIEVED,support_requests,,3,6,9,7,48418
133,POST,/api/v1/admin/support-requests/{request_id}/resolve,11. Admin quản lý học viên và hỗ trợ ngoại lệ,TRỰC TIẾP,SEQ-12,Draft,PLAN_17_Admin_Learner_Lookup_Support/API_133_POST_admin_support_requests_by_request_id_resolve.xlsx,SUPPORT_REQUEST_RESOLVED,support_requests,support_requests|audit_logs|outbox_events,9,4,12,10,66151
134,POST,/api/v1/admin/learners/{learner_id}/progress-reset,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_18_Admin_Learner_Exceptional_Actions/API_134_POST_admin_learners_by_learner_id_progress_reset.xlsx,ADMIN_LEARNERS_PROGRESS_RESET_COMPLETED,lesson_progress|course_enrollments|learning_path_enrollments|completion_rules|users|user_profiles,lesson_progress|audit_logs|course_enrollments|learning_path_enrollments|outbox_events,8,5,12,12,76578
135,POST,/api/v1/admin/learners/{learner_id}/active-path/cancel,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_18_Admin_Learner_Exceptional_Actions/API_135_POST_admin_learners_by_learner_id_active_path_cancel.xlsx,ADMIN_LEARNERS_ACTIVE_PATH_CANCEL_COMPLETED,users|user_profiles,learning_path_enrollments|audit_logs|outbox_events,7,5,12,10,65955
136,POST,/api/v1/admin/learners/{learner_id}/active-path/transfer,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_18_Admin_Learner_Exceptional_Actions/API_136_POST_admin_learners_by_learner_id_active_path_transfer.xlsx,ADMIN_LEARNERS_ACTIVE_PATH_TRANSFER_COMPLETED,users|user_profiles,learning_path_enrollments|audit_logs|course_enrollments|lesson_progress|outbox_events,8,5,12,12,76720
137,POST,/api/v1/admin/learners/{learner_id}/suspend,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_18_Admin_Learner_Exceptional_Actions/API_137_POST_admin_learners_by_learner_id_suspend.xlsx,ADMIN_LEARNERS_SUSPEND_COMPLETED,users|user_profiles,users|audit_logs|outbox_events,7,6,12,10,65763
138,POST,/api/v1/admin/learners/{learner_id}/unsuspend,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_18_Admin_Learner_Exceptional_Actions/API_138_POST_admin_learners_by_learner_id_unsuspend.xlsx,ADMIN_LEARNERS_UNSUSPEND_COMPLETED,users|user_profiles,users|audit_logs|outbox_events,5,5,12,10,65406
139,GET,/api/v1/admin/learners/{learner_id}/support-notes,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_18_Admin_Learner_Exceptional_Actions/API_139_GET_admin_learners_by_learner_id_support_notes.xlsx,ADMIN_LEARNERS_SUPPORT_NOTES_RETRIEVED,users|user_profiles|support_notes,,5,5,9,7,48812
140,POST,/api/v1/admin/learners/{learner_id}/support-notes,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_18_Admin_Learner_Exceptional_Actions/API_140_POST_admin_learners_by_learner_id_support_notes.xlsx,ADMIN_LEARNERS_SUPPORT_NOTES_CREATED,users|user_profiles|support_notes,support_notes|audit_logs|outbox_events,7,2,12,10,65637
141,GET,/api/v1/admin/learners/{learner_id}/audit,11. Admin quản lý học viên và hỗ trợ ngoại lệ,SUY DẪN,BD-11,Draft — Needs Confirmation,PLAN_18_Admin_Learner_Exceptional_Actions/API_141_GET_admin_learners_by_learner_id_audit.xlsx,ADMIN_LEARNERS_AUDIT_RETRIEVED,users|user_profiles|audit_logs,,8,1,9,7,48708
142,GET,/api/v1/admin/reports/overview,12. Báo cáo vận hành,TRỰC TIẾP,SEQ-13,Draft,PLAN_19_Operational_Reports/API_142_GET_admin_reports_overview.xlsx,ADMIN_REPORT_OVERVIEW_LOADED,users|onboarding_records|learning_path_enrollments|course_enrollments|exercise_submissions,,11,11,8,7,49252
143,GET,/api/v1/admin/reports/registrations,12. Báo cáo vận hành,SUY DẪN,BD-12,Draft — Needs Confirmation,PLAN_19_Operational_Reports/API_143_GET_admin_reports_registrations.xlsx,ADMIN_REPORTS_REGISTRATIONS_RETRIEVED,users|verification_requests,,5,5,8,7,48297
144,GET,/api/v1/admin/reports/onboarding,12. Báo cáo vận hành,SUY DẪN,BD-12,Draft — Needs Confirmation,PLAN_19_Operational_Reports/API_144_GET_admin_reports_onboarding.xlsx,ADMIN_REPORTS_ONBOARDING_RETRIEVED,onboarding_records|users|user_profiles,,11,6,8,7,48784
145,GET,/api/v1/admin/reports/learning-paths,12. Báo cáo vận hành,SUY DẪN,BD-12,Draft — Needs Confirmation,PLAN_19_Operational_Reports/API_145_GET_admin_reports_learning_paths.xlsx,ADMIN_REPORTS_LEARNING_PATHS_RETRIEVED,learning_path_enrollments|learning_paths|learning_path_courses,,11,8,8,7,49007
146,GET,/api/v1/admin/reports/courses,12. Báo cáo vận hành,SUY DẪN,BD-12,Draft — Needs Confirmation,PLAN_19_Operational_Reports/API_146_GET_admin_reports_courses.xlsx,ADMIN_REPORTS_COURSES_RETRIEVED,course_enrollments|courses|lesson_progress,,11,7,8,7,49006
147,GET,/api/v1/admin/reports/assignments,12. Báo cáo vận hành,SUY DẪN,BD-12,Draft — Needs Confirmation,PLAN_19_Operational_Reports/API_147_GET_admin_reports_assignments.xlsx,ADMIN_REPORTS_ASSIGNMENTS_RETRIEVED,exercise_submissions|exercises,,11,8,8,7,48884
148,GET,/api/v1/admin/reports/community,12. Báo cáo vận hành,SUY DẪN,BD-12,Draft — Needs Confirmation,PLAN_19_Operational_Reports/API_148_GET_admin_reports_community.xlsx,ADMIN_REPORTS_COMMUNITY_RETRIEVED,community_join_events|community_reports|community_groups,,11,7,8,7,48870
149,GET,/api/v1/admin/reports/alerts,12. Báo cáo vận hành,TRỰC TIẾP,SEQ-13,Draft,PLAN_19_Operational_Reports/API_149_GET_admin_reports_alerts.xlsx,ADMIN_OPERATION_ALERTS_LOADED,operational_alerts|metric_snapshots,,9,10,8,7,49052
150,GET,/api/v1/admin/rbac/roles,"13. Vai trò, phân quyền và audit",SUY DẪN,BD-13,Draft — Needs Confirmation,PLAN_20_RBAC_Audit/API_150_GET_admin_rbac_roles.xlsx,ADMIN_RBAC_ROLES_RETRIEVED,roles|role_permissions|user_roles,,2,5,7,7,47881
151,GET,/api/v1/admin/rbac/permissions,"13. Vai trò, phân quyền và audit",SUY DẪN,BD-13,Draft — Needs Confirmation,PLAN_20_RBAC_Audit/API_151_GET_admin_rbac_permissions.xlsx,ADMIN_RBAC_PERMISSIONS_RETRIEVED,permissions,,3,5,7,7,48066
152,GET,/api/v1/admin/rbac/matrix,"13. Vai trò, phân quyền và audit",SUY DẪN,BD-13,Draft — Needs Confirmation,PLAN_20_RBAC_Audit/API_152_GET_admin_rbac_matrix.xlsx,ADMIN_RBAC_MATRIX_RETRIEVED,roles|permissions|role_permissions,,2,3,7,7,47720
153,GET,/api/v1/admin/users/{user_id}/roles,"13. Vai trò, phân quyền và audit",SUY DẪN,BD-13,Draft — Needs Confirmation,PLAN_20_RBAC_Audit/API_153_GET_admin_users_by_user_id_roles.xlsx,ADMIN_USERS_ROLES_RETRIEVED,user_roles|roles,,3,3,9,7,48093
154,POST,/api/v1/admin/users/{user_id}/roles,"13. Vai trò, phân quyền và audit",SUY DẪN,BD-13,Draft — Needs Confirmation,PLAN_20_RBAC_Audit/API_154_POST_admin_users_by_user_id_roles.xlsx,ADMIN_USERS_ROLES_CREATED,user_roles|roles,user_roles|audit_logs,7,3,11,9,60351
155,DELETE,/api/v1/admin/users/{user_id}/roles/{role_code},"13. Vai trò, phân quyền và audit",SUY DẪN,BD-13,Draft — Needs Confirmation,PLAN_20_RBAC_Audit/API_155_DELETE_admin_users_by_user_id_roles_by_role_code.xlsx,ADMIN_USERS_ROLES_ROLE_CODE_DELETED,user_roles|roles,user_roles|audit_logs,6,3,11,9,60257
156,GET,/api/v1/admin/audit-logs,"13. Vai trò, phân quyền và audit",TRỰC TIẾP,SEQ-14,Draft,PLAN_20_RBAC_Audit/API_156_GET_admin_audit_logs.xlsx,AUDIT_LOGS_LISTED,audit_logs,,13,10,8,7,49101
157,GET,/api/v1/admin/audit-logs/{audit_id},"13. Vai trò, phân quyền và audit",SUY DẪN,BD-13,Draft — Needs Confirmation,PLAN_20_RBAC_Audit/API_157_GET_admin_audit_logs_by_audit_id.xlsx,ADMIN_AUDIT_LOGS_RETRIEVED,audit_logs,,3,10,9,7,48439
